order_id,customer_id,order_date,order_status,payment_method,shipping_method,shipping_address_line1,shipping_address_line2,shipping_city,shipping_state,shipping_postal_code,shipping_country,billing_same_as_shipping,discount_amount,tax_amount,shipping_cost,total_amount,notes,created_at,updated_at,subtotal
0ab47da4-e678-46b8-bc03-50a15cd445c7,dca238fb-aa98-452f-bc77-848b9744b4f9,2025-02-10,shipped,bank_transfer,overnight,31681 Ellis Meadow Suite 409,Suite 801,North Andrew,Oregon,03215,Tonga,True,38.52,93.29,22.46,1174.71,,2025-02-10 11:45:47,2025-06-16 09:17:35,1097.48
52eac01b-bddc-4be9-a48c-de8d79e570f3,3b61c9ae-0264-43f4-930e-77699604a09a,2025-08-18,delivered,debit_card,standard,970 Ramos Junction,,Kennethport,Arizona,73723,Mauritius,True,0.0,49.32,0.76,630.37,,2025-08-18 19:46:57,2025-08-19 12:27:23,580.29
df8b159d-b7f4-417d-82f6-955ccd8f93b3,ac4063f9-d939-462e-8cd9-a05d0c612a6a,2024-12-27,shipped,credit_card,standard,72193 Kurt Course,,New Deniseside,Florida,77329,Sierra Leone,True,0.0,116.85,17.37,1508.9,,2024-12-27 02:29:06,2025-01-02 15:41:36,1374.68
fbd35682-7b5f-478b-9808-d2cfd3af22c0,8bc4c21b-8c38-4579-af42-6e34bcbff550,2025-05-22,delivered,bank_transfer,standard,2087 Melissa Inlet Apt. 221,,Kathybury,Maine,26598,Netherlands,True,33.9,124.1,0.75,1550.95,,2025-05-22 02:15:17,2025-07-08 04:54:04,1460.0
0086fc3a-cc5c-47c5-92de-57d5b3876bcb,4f8905cb-5d4a-4002-bc3b-b5f16ac0cf37,2025-01-29,delivered,debit_card,standard,523 Matthew Haven,,Parkerborough,Virginia,22913,Somalia,True,38.48,661.27,7.02,8409.49,,2025-01-29 21:15:13,2025-06-16 08:56:07,7779.68
c0345b3a-702b-40b7-9329-1f00c1e5da2e,6ea282ec-85f8-43ef-ae7b-72ab10329edd,2024-12-23,shipped,paypal,standard,5383 Johnson Key Suite 139,,South Danielleview,Kentucky,33054,Brunei Darussalam,False,34.48,104.9,20.26,1324.78,,2024-12-23 21:01:48,2025-06-29 08:19:57,1234.1
3ab32d67-e0fe-4e98-9158-2c6a219fce2a,a1eb49ca-900d-49ca-a4ec-98be2f890b22,2025-03-27,delivered,bank_transfer,pickup,022 David Divide,,Lake Julie,Texas,01581,Palestinian Territory,True,0.0,323.72,7.16,4139.35,Play practice case may. Part listen arrive Congress push its around.,2025-03-27 07:21:50,2025-08-15 23:29:48,3808.4700000000003
f9b4ef73-9097-4f69-99a2-4ae23cfb40fe,864a58bf-4992-407b-b410-79466ba19910,2024-12-11,delivered,bank_transfer,express,78572 Zachary Shores,,Port Jenniferbury,Montana,79409,Benin,False,0.0,53.22,13.52,692.84,,2024-12-11 13:01:17,2025-04-04 11:18:22,626.1
85c59734-3599-4c2e-b48a-f3640372a7be,f2bdbdb4-5f61-4016-a599-f38bbc62a170,2025-07-08,delivered,debit_card,pickup,380 Morrison Corners,,New Brianside,Connecticut,62700,French Southern Territories,False,0.0,89.6,3.69,1147.45,,2025-07-08 15:39:39,2025-07-23 23:26:48,1054.1599999999999
b7043ec2-7770-4662-b0ac-5f9d8b729820,26cebaa6-cce0-4359-84fd-a84660e6c66f,2025-05-18,delivered,cash_on_delivery,pickup,753 Dalton Burg,,Sarahton,Idaho,96818,Cook Islands,True,0.0,57.54,22.12,756.62,,2025-05-18 14:46:30,2025-08-08 03:41:15,676.96
2a11bc75-5ee4-4af3-b00d-98305af46199,22d28c5e-4d1d-4cb9-86a5-e17c615bfb94,2025-01-16,delivered,bank_transfer,express,641 Philip Rapids,,South Thomas,Arkansas,32477,Yemen,True,0.0,71.48,24.57,936.98,,2025-01-16 17:27:05,2025-04-16 10:30:06,840.9300000000001
4a75a7a5-e669-4324-b1e7-57e23919e2bb,f9917daa-f098-46d3-aca0-e347ef35c4de,2025-05-09,delivered,debit_card,express,364 Linda Meadows,,Shannonchester,North Dakota,68575,Nepal,True,0.0,108.24,9.91,1391.61,,2025-05-09 16:53:46,2025-06-06 16:19:03,1273.46
db5bb83d-d778-4acb-bce5-c4e2b343e3fb,b972335c-7871-42bb-9397-13cb68da3b7f,2025-04-05,processing,cash_on_delivery,standard,90101 Choi Groves,,West Katherineview,Maine,68136,Libyan Arab Jamahiriya,True,27.52,285.67,23.56,3642.52,,2025-04-05 20:38:20,2025-05-17 19:44:00,3360.81
1d3fd12a-f46e-4891-9f2f-2467426e7a19,07d8d955-e9f7-4b53-9c5e-f009390a7ded,2025-08-01,delivered,paypal,pickup,717 Webb Rapid,Apt. 792,East Alicia,Illinois,31264,Tuvalu,True,0.0,147.74,13.71,1899.6,,2025-08-01 14:08:28,2025-08-07 00:43:32,1738.15
01a70a4c-30f9-4eaa-bb37-5628bc7db11d,0b11e929-f5c6-44ae-8319-5eb41f3d5429,2025-01-20,delivered,debit_card,overnight,05762 Jacqueline Mountain,,South Robin,Rhode Island,32290,British Virgin Islands,True,0.0,66.9,5.65,859.57,,2025-01-20 02:50:49,2025-06-10 22:41:42,787.02
7fe82597-3d5e-4628-941b-bd0b2084541e,229f87ed-f105-4372-8042-e6ef5f352445,2025-06-25,delivered,debit_card,standard,18625 Carolyn Loaf Apt. 948,,Campbellberg,Kentucky,27219,Saint Lucia,False,0.0,166.3,12.38,2135.15,,2025-06-25 14:24:24,2025-06-30 13:40:16,1956.4699999999998
dc24a2fa-0b1b-415d-8425-a39e69bc89e1,2e8cf0ed-e58e-4afd-a53e-1a4e3dbb70d1,2025-04-05,cancelled,debit_card,pickup,2692 Walker Inlet,,Kevinborough,Alabama,33419,Bouvet Island (Bouvetoya),True,0.0,24.74,23.79,339.57,,2025-04-05 06:07:38,2025-06-15 22:53:52,291.04
1f525c40-0518-4254-b7f1-c66b6b2d3711,6ce87477-5d53-4fb9-8a11-0d026d533484,2024-12-16,pending,credit_card,express,896 Chad Fork Suite 728,Suite 756,Stevensontown,New York,26014,Georgia,True,12.67,631.99,23.78,8078.32,,2024-12-16 10:15:42,2025-06-12 08:35:58,7435.219999999999
1b4ab846-76c5-431a-800a-2b7e171252f2,747f16b4-67c9-4ced-868f-e35c140e7748,2025-07-08,delivered,credit_card,overnight,71780 Ferrell Islands,,East Ronaldfort,Florida,18001,Cook Islands,True,0.0,734.46,15.48,9390.62,,2025-07-08 13:29:01,2025-07-20 16:35:40,8640.68
0757ac9c-2464-4ea7-84d6-67bb57e0d74e,3ed9ef8e-fd8d-42fa-85ec-0c5e21911410,2025-07-29,delivered,credit_card,pickup,420 Alexander Mission Suite 579,,Rosariomouth,Minnesota,68946,Belgium,True,0.0,56.45,6.39,726.91,,2025-07-29 03:34:02,2025-08-03 00:22:36,664.0699999999999
1526af1d-02ee-4bcc-96a9-47ecfaa175dc,0693d354-ef23-4108-a175-3362ffeee722,2024-12-13,delivered,cash_on_delivery,standard,4776 Jesse Squares,,Russellbury,New Hampshire,72539,United Arab Emirates,True,0.0,271.27,23.73,3486.42,,2024-12-13 07:14:18,2025-01-28 11:35:42,3191.4199999999996
1718c908-bbfc-49b1-bbc8-60d2b208eaa2,a8eb3066-b047-4228-b851-55db4d2a90ae,2024-10-28,delivered,bank_transfer,standard,5977 Olson Stravenue,,Brianstad,Alaska,52390,Solomon Islands,True,36.21,50.2,17.89,622.51,,2024-10-28 22:44:49,2025-06-17 08:20:15,590.63
654096a9-ea03-416c-8180-50aa426d8392,fae3f0f3-e6ea-4775-953d-f46a673a2c13,2024-10-22,delivered,paypal,express,91155 Cooper Underpass Apt. 927,,Lake Jakeberg,Kentucky,89790,Mexico,True,0.0,22.99,13.82,307.23,,2024-10-22 14:09:29,2025-08-17 20:15:57,270.42
2f8ce4a0-4ffc-4e09-911a-2b2d1ad1d4f6,04e2e60e-4bfe-4d84-97c9-f4443eb3b8ac,2025-05-20,shipped,bank_transfer,standard,7793 Angela Prairie Suite 027,Suite 263,West Robinbury,Massachusetts,97941,Antigua and Barbuda,True,0.0,40.04,19.52,530.58,,2025-05-20 13:15:30,2025-07-25 22:02:48,471.02
c7c9e1a8-bd49-4b66-a6e5-eed03fdb33f4,fb8f3a29-46af-4794-8d75-8893a1f5f0d1,2025-07-11,processing,debit_card,pickup,514 Gregory Ville Apt. 190,Suite 773,Stephensburgh,Utah,31368,Korea,True,0.0,113.84,13.39,1466.5,,2025-07-11 12:21:09,2025-08-11 04:01:59,1339.27
285b8845-b74d-4d78-ba5c-43c8eb14c2f0,80282977-1843-4cd5-8c78-9d1352a27c9d,2024-12-17,delivered,cash_on_delivery,pickup,1155 Silva Shores Suite 384,Apt. 081,Port Bryanberg,Colorado,22514,Estonia,True,0.0,105.5,1.0,1347.64,,2024-12-17 03:14:42,2025-06-20 20:16:34,1241.14
e1d2274c-6880-43d4-aae0-75a8419941cc,c3384516-27af-4a1b-b450-4ef91e69b76f,2025-01-30,processing,debit_card,standard,8619 Hodges Light Suite 533,Apt. 733,North Lindaport,New Hampshire,52918,Anguilla,True,38.79,587.67,20.17,7482.78,,2025-01-30 17:27:03,2025-03-04 11:44:21,6913.73
cdce3600-0646-4c97-96cb-12888bc6464c,d4020c91-b1b2-4d80-8024-c88469bc488b,2024-09-03,delivered,paypal,express,7353 Becky Greens Apt. 441,Apt. 757,East Stephenberg,Arkansas,81011,New Caledonia,False,0.0,333.95,12.33,4275.1,,2024-09-03 02:05:11,2024-11-18 14:34:12,3928.82
e2e1a07f-20b0-4431-bb31-d6202ab1bae1,76da81c1-8a55-4743-83f4-2c16fc84f5b0,2024-12-25,delivered,credit_card,standard,1209 Benitez Knolls,Suite 467,North Justinstad,Utah,72282,Kuwait,True,0.0,188.51,15.13,2421.42,Yes skin million worker.,2024-12-25 20:49:13,2025-01-02 12:12:02,2217.7799999999997
318e457f-7d2b-4002-abee-1801830397a8,a307d651-8b57-46e8-860f-27ac7150295d,2024-09-05,delivered,bank_transfer,standard,0886 Kristie Shoals Suite 196,,Port Amy,Connecticut,78991,Eritrea,False,0.0,54.19,13.59,705.27,,2024-09-05 06:00:02,2025-02-22 07:40:00,637.49
f423649f-fa51-4921-a085-c07a394f46d6,5c12ecd0-c4d7-436f-bf2a-a4b96860b71b,2024-12-06,shipped,cash_on_delivery,pickup,057 John Shore Apt. 839,Suite 768,Jamesbury,Illinois,43389,Honduras,True,0.0,662.13,16.62,8468.51,,2024-12-06 16:09:10,2025-03-19 19:45:47,7789.76
3d6b51d6-e1ec-49aa-b7a6-6c731ae974de,69aab500-0fbc-4629-87b6-2821139b2304,2024-10-01,cancelled,debit_card,standard,78631 Steven Light Suite 687,Suite 737,Patrickhaven,Arizona,96268,Western Sahara,True,9.83,191.01,16.5,2444.91,,2024-10-01 02:05:28,2025-02-03 04:36:48,2247.23
c07dd511-f05c-4801-8bbe-d032dcce6fd2,dc0cf6ca-04ac-4ff0-8047-4c8842598667,2025-06-01,shipped,credit_card,express,5216 Valerie Route Suite 878,,Curryhaven,Alaska,16881,Austria,True,10.12,572.01,7.51,7298.97,,2025-06-01 22:29:47,2025-06-12 07:02:59,6729.57
0c34e9bb-4e31-4928-8e83-0092d7208ecd,18608fdd-7d10-43d8-a7db-78a5f6c6a052,2025-04-28,pending,credit_card,standard,426 Martinez Avenue,Apt. 205,West Belinda,Massachusetts,83848,Lebanon,True,0.0,74.68,0.22,953.5,,2025-04-28 06:31:17,2025-08-13 08:22:08,878.6
22049e9b-fc92-43ca-9a1d-df6921c84add,8cf7ef38-811a-441d-b749-7a31afdd4b43,2025-03-10,delivered,debit_card,pickup,835 Nicholas Extensions,,Sanchezside,Idaho,58420,Indonesia,True,0.0,80.35,11.97,1037.64,Report lay huge hand above peace.,2025-03-10 12:12:19,2025-03-19 06:21:39,945.3199999999999
c11c61cc-80a9-4a7d-af17-4c71bea0912a,65bbd280-3a06-40aa-9517-97be1060981c,2024-09-19,delivered,cash_on_delivery,standard,11120 Monica Extension Apt. 163,Apt. 741,New Ashley,Texas,59512,Ecuador,True,0.0,21.9,21.53,301.11,Trade administration Republican much each. Job continue site himself something.,2024-09-19 19:10:04,2024-10-21 16:09:41,257.68
99247832-0418-44c6-b5f9-36cc29eddd60,007f4229-bc23-4f91-afb6-6f7eb310be22,2024-10-25,returned,credit_card,express,002 Dawn Centers,Suite 093,West Carlbury,Vermont,33126,Iceland,True,0.0,32.91,9.04,429.07,,2024-10-25 12:16:25,2024-12-26 03:31:21,387.12
aad784d6-510f-43ef-907d-5e5a1e825686,beff2a31-c22d-4d25-9118-ea2d378cef66,2024-11-17,delivered,bank_transfer,standard,81894 Bright Harbors,,Bellland,Vermont,89840,Turkey,True,33.58,55.77,23.27,701.53,,2024-11-17 02:15:39,2025-01-17 06:29:46,656.07
603bc08b-449b-4501-862d-25c8882b6268,fcf239c2-430e-4a65-81ce-b291e18337c1,2024-11-20,delivered,debit_card,express,972 Smith Turnpike Suite 713,,East Michelle,Wisconsin,29356,Korea,False,0.0,31.03,10.16,406.22,,2024-11-20 05:05:10,2025-08-20 10:16:11,365.03
98a88fde-59a8-4569-9977-aa16dc7593c6,3ed9ef8e-fd8d-42fa-85ec-0c5e21911410,2025-06-03,shipped,cash_on_delivery,overnight,031 Kyle Lock,,Kellybury,Rhode Island,01809,Reunion,True,0.0,38.26,10.43,498.83,,2025-06-03 04:51:54,2025-07-04 22:41:42,450.14
4d761d33-b6a3-4700-8fb4-dbefa639fba3,d6b55c3b-52a9-4164-bd62-d80ccc0df2be,2025-05-08,delivered,debit_card,standard,95833 Lisa Manors,,Benjamintown,Delaware,23364,Marshall Islands,True,0.0,364.49,20.17,4672.83,,2025-05-08 07:13:42,2025-08-14 02:50:13,4288.17
89a50e6c-b47c-48fe-b72a-d5f006e331b4,149daa01-29d6-4e34-978c-f4b6870177fa,2024-12-16,delivered,cash_on_delivery,overnight,645 John Walk,,Port Brianmouth,Oregon,78171,Bangladesh,False,0.0,147.92,12.19,1900.4,,2024-12-16 01:16:35,2025-03-04 19:15:39,1740.29
cbc7eca7-f7bb-4040-b2bb-3674e035c882,61f59317-f7c3-44c4-abee-dc850478edcc,2024-12-07,delivered,cash_on_delivery,express,060 Reed Circles Apt. 174,,Taylorchester,New York,24076,Croatia,True,0.0,120.84,8.56,1551.02,,2024-12-07 03:38:36,2024-12-22 00:16:11,1421.62
ba235bc6-517f-4e90-bb17-6a71d6f82c47,c26556eb-108d-47df-b40b-6e546a0fb0c9,2025-02-03,processing,paypal,overnight,2753 Price Ranch Suite 073,,Deborahberg,Connecticut,70940,United Arab Emirates,True,46.34,298.23,8.1,3768.61,,2025-02-03 05:28:50,2025-08-20 05:09:07,3508.62
8cb5900c-15ea-426b-adc7-d69cffc6d340,74fcfa86-95dc-4104-8af1-00738047fe7d,2025-04-14,delivered,paypal,express,69823 Ray Trail,,Johnport,Florida,89613,North Macedonia,True,0.0,185.93,6.6,2379.89,,2025-04-14 19:30:54,2025-06-16 23:25:00,2187.36
feb694f5-05c4-47d6-beb7-075d7939c468,a8a7f5a7-a9c3-45c4-b7a1-c898eab8adc1,2025-01-25,shipped,cash_on_delivery,express,073 Cain Extension Suite 756,,Nicoleside,Alabama,49552,Ecuador,True,34.3,202.44,17.82,2567.62,,2025-01-25 10:17:14,2025-02-08 21:22:25,2381.6600000000003
9f51ba0d-3487-43e4-ab20-4e4947e1825f,4b17ee2b-4f3b-4dcc-8120-ec8e0f2ee4dd,2025-06-25,delivered,cash_on_delivery,express,1004 Crosby Brooks,Suite 100,New Jennifermouth,Alabama,06593,Nigeria,True,12.35,404.94,14.95,5171.51,,2025-06-25 18:00:12,2025-08-18 03:26:39,4763.97
1e56e6c9-9511-4db1-aecd-3d5cf85fe3db,ef962aaa-78b3-4ea6-a8aa-da2a3ffdc1c3,2025-06-04,shipped,bank_transfer,overnight,64627 Robert Motorway Suite 205,Apt. 541,Meganburgh,Kansas,76408,Lithuania,True,28.41,464.88,13.44,5919.03,,2025-06-04 22:06:32,2025-06-21 23:13:28,5469.120000000001
2370624a-8e86-4f46-85c4-6574bb1f49cf,fcf239c2-430e-4a65-81ce-b291e18337c1,2024-11-24,processing,credit_card,pickup,2589 Claudia Prairie Suite 974,,Freyland,Oregon,70324,French Polynesia,False,9.45,98.61,23.35,1272.58,,2024-11-24 22:24:17,2025-08-15 13:53:10,1160.07
dea14f8a-74c3-47b0-9f12-f4b41aaf0003,fae3f0f3-e6ea-4775-953d-f46a673a2c13,2025-07-04,cancelled,cash_on_delivery,overnight,3160 Jack Points Suite 897,,Danielfort,Florida,56933,Serbia,True,49.08,76.23,15.7,939.69,,2025-07-04 22:46:37,2025-08-06 13:57:02,896.8399999999999
9730d9c3-5799-4568-ab88-337bc9c4cc8e,3ba2fc57-99eb-4a43-9c9f-b1023b532bff,2025-05-20,delivered,bank_transfer,overnight,88280 Michelle Court Suite 302,Suite 200,Port Stephanie,Wisconsin,91108,Thailand,True,0.0,25.6,20.03,346.86,Understand move reveal movement minute responsibility beat. Hot visit particularly live.,2025-05-20 05:18:26,2025-06-18 07:27:23,301.23
a77a5a6a-9784-4582-a05c-69e7d4df80ef,71e85fa0-5f6f-44c7-a313-4c3ad306f244,2025-04-06,processing,credit_card,overnight,711 Chan Hill Suite 415,Apt. 614,Melissaside,Wisconsin,29131,Barbados,True,0.0,62.64,10.58,810.17,Behind rate body help. Space feeling on trip hotel board writer.,2025-04-06 04:42:29,2025-06-02 03:42:44,736.95
b3606555-5962-47e3-9249-4d3e81dd4b0f,018e8819-fef1-408e-92b4-31ac5ef33337,2024-12-31,delivered,credit_card,standard,282 Harrington Dam,,Lauraside,South Carolina,71838,Belarus,True,21.49,117.69,5.76,1486.58,,2024-12-31 16:55:37,2025-06-13 04:09:22,1384.62
c90f8c32-1865-4417-b18d-4665e9326158,406dcfd1-af8c-4763-ba1b-810bd9e07d9c,2025-08-19,delivered,cash_on_delivery,overnight,9724 Laura Island Suite 748,,Christybury,Indiana,65942,Guinea,True,0.0,189.88,7.92,2431.7,,2025-08-19 23:07:26,2025-08-19 14:26:16,2233.9
3a445cf7-08be-4fd7-a314-e49d7fe8cc23,d08a5ca6-63f2-4281-8e77-81642f201fb1,2024-11-13,cancelled,bank_transfer,express,8238 Wayne Creek Suite 946,,Mirandachester,Oklahoma,80877,Papua New Guinea,True,28.56,60.69,15.35,761.48,,2024-11-13 19:32:03,2025-01-04 19:25:40,714.0
a5b3a799-73e2-4abf-ae9b-e5dc13f73853,80984c05-af66-4be6-99b8-e5ba81a68bb9,2025-06-06,delivered,credit_card,express,7680 Taylor Mountains,,Kellyland,Illinois,12687,Gibraltar,True,0.0,191.04,4.14,2442.73,,2025-06-06 22:29:43,2025-07-03 01:05:31,2247.55
afcc241c-6edb-4596-9a43-e3a7b52734ef,e3fb0632-7a41-4da2-94b1-9321c847e4f9,2025-01-28,shipped,credit_card,express,7621 Gina Viaduct,,South Dylanport,Virginia,77846,Falkland Islands (Malvinas),True,0.0,102.83,21.24,1333.8,,2025-01-28 14:36:34,2025-07-27 14:59:47,1209.73
20cee17b-f1a4-48ed-8279-f626a7fb905d,d4c29281-280d-419c-82f7-0e15651a681c,2025-04-19,processing,credit_card,pickup,2455 Price Radial,,Edwardsville,South Carolina,37883,Marshall Islands,True,0.0,300.32,9.61,3843.05,,2025-04-19 06:54:47,2025-06-06 11:10:58,3533.12
d48a0896-aafb-427b-948a-59f925b30333,b4f163b2-b405-4634-b635-9d1c2c65afc2,2025-05-07,pending,paypal,express,363 Osborn Cliff,,Shellyfort,Delaware,48272,Zimbabwe,True,0.0,10.53,13.1,147.57,,2025-05-07 16:12:43,2025-08-04 00:18:22,123.94
d6a4c526-10ac-454e-9610-e9f1a8b72ba4,48e5d468-b7e2-4e58-95c6-46ffda2c294b,2025-02-27,delivered,bank_transfer,pickup,445 Barajas Ridges,,Millerton,South Carolina,60049,Korea,True,0.0,66.93,15.02,869.37,,2025-02-27 13:58:18,2025-03-15 08:32:01,787.4200000000001
67e2e3e5-8f8e-41ea-8a37-f22e476cc08f,2bddcc59-8857-470a-b779-5ba044f15327,2025-08-10,shipped,bank_transfer,express,26405 Tamara Dale Apt. 227,Suite 973,West Kristenburgh,Delaware,67359,Jersey,True,35.75,103.03,22.46,1301.86,,2025-08-10 01:41:11,2025-08-14 02:14:47,1212.12
92677bfc-2e05-4ee5-8a40-75302f4b0b30,2d9a34f9-c4c9-47be-8446-68d19320fef3,2025-07-01,delivered,credit_card,express,61691 Zavala Glens,,Lake Jeanette,Louisiana,45748,Norway,True,0.0,47.39,0.55,605.52,,2025-07-01 00:23:25,2025-07-17 03:03:28,557.58
48399c13-f64d-4eb3-b91e-7026100213af,608ec289-6fe5-4ca9-b4fd-86a60fdfcacd,2025-02-08,delivered,bank_transfer,pickup,055 Garrison Center,,Lake Michelleside,North Dakota,64026,Dominica,False,12.75,100.89,5.71,1280.79,,2025-02-08 03:13:00,2025-06-27 12:53:16,1186.94
98ebf866-796a-45ea-a16e-7839c2f303a6,50f9babe-6436-4f07-863a-aad16abc98f8,2024-08-20,delivered,debit_card,express,620 Doyle Rue,,East Samantha,Kentucky,06782,Sierra Leone,True,0.0,141.9,20.25,1831.58,,2024-08-20 00:02:12,2025-02-11 17:12:19,1669.4299999999998
46636da2-5385-4a54-b8e5-261caa5b352f,131fd86b-5732-4dc1-b15a-7005f8c2e5d1,2025-01-24,delivered,debit_card,standard,271 Julie Point,,Port Maria,Nebraska,32576,British Virgin Islands,True,0.0,229.09,13.82,2938.11,,2025-01-24 21:31:39,2025-06-30 15:33:28,2695.2
10f5897a-b555-43e3-a76f-70ba697146a0,4aa0626f-c9e2-4ad8-aa25-1557c4eb7edf,2025-06-07,cancelled,bank_transfer,express,54077 Ryan Vista Apt. 682,Apt. 432,East Yvettefort,Indiana,15327,Saudi Arabia,False,45.8,91.74,5.73,1130.93,,2025-06-07 11:10:53,2025-08-19 09:05:00,1079.26
af1f2291-42cc-4c9a-8e03-c665ce7131d4,91597921-9bed-4810-8731-7aa84dba869e,2025-02-15,processing,credit_card,standard,278 Lopez Plains Suite 242,,Baileyland,Louisiana,03779,Puerto Rico,True,0.0,59.03,21.67,775.21,,2025-02-15 13:17:06,2025-04-19 15:04:37,694.51
c83278c5-5482-4623-88d7-2e468af02b6e,ca53947e-aac8-45d0-9b16-6ed3d7fc0c3a,2025-07-08,delivered,bank_transfer,express,580 Lewis Meadow,Suite 705,Andreaside,New Jersey,44852,Comoros,False,35.63,67.54,1.68,828.15,,2025-07-08 07:35:08,2025-07-21 03:02:45,794.56
2d838531-c6f5-499f-8897-08215c5d1b36,9eb551c0-f96f-4ed8-bf44-2b3aac74ade9,2024-09-01,delivered,cash_on_delivery,standard,328 Cooper Views Apt. 228,,Lake Reginaland,Arizona,72411,Colombia,True,0.0,682.4,4.47,8715.05,,2024-09-01 22:06:10,2025-07-20 04:29:02,8028.18
fb0b3033-e1d1-4cb0-9b99-3c03164b6584,f5d2ce10-44b2-43db-8f1c-dd3340baf9a7,2025-07-08,shipped,credit_card,overnight,403 Jonathan Square,,Ellisbury,Indiana,50831,Kenya,True,0.0,404.02,0.52,5157.73,,2025-07-08 16:59:38,2025-08-03 08:11:48,4753.1900000000005
c30cf4f3-557c-4d83-b141-791a221aa8d4,b6cc52a2-80c6-4018-8832-ae2481e71ce6,2024-11-16,delivered,debit_card,standard,845 Perkins Spring Suite 781,,New Emma,Georgia,98885,Djibouti,False,30.45,61.35,9.18,761.84,,2024-11-16 15:50:47,2025-08-11 00:45:30,721.76
1abd09f6-c055-48a6-865e-b1f3bcfbf244,d6896812-d207-4ca6-82fc-674c1a2189b2,2024-09-28,shipped,debit_card,standard,676 Hayes Shores,,East Michael,Missouri,32774,Maldives,True,0.0,402.35,1.06,5136.92,,2024-09-28 21:32:06,2025-06-15 15:06:31,4733.51
cd9c63b8-89f8-4476-9689-cadea5b85130,7082e8c1-8b89-4678-a15b-36b7ff4a6907,2025-08-03,pending,bank_transfer,pickup,227 Virginia Springs,,Porterfort,Kansas,04849,Martinique,True,0.0,125.45,10.1,1611.42,,2025-08-03 01:07:30,2025-08-10 13:54:15,1475.8700000000001
bef75203-f55e-47e4-8267-75b1fe137e30,a48f9c77-c0ca-439b-8451-30cdcb7016f9,2024-10-28,delivered,cash_on_delivery,overnight,77023 Ryan Spring Apt. 463,,Contrerasberg,West Virginia,03001,Benin,True,0.0,498.03,10.13,6367.28,,2024-10-28 22:12:46,2025-02-21 04:42:38,5859.12
7cf23b82-3ab2-4f45-b804-8a9e0cc26071,bb95c3af-7eab-46c0-92b4-e6bc04ac556e,2025-01-11,delivered,cash_on_delivery,pickup,14912 Amanda Shoal,Suite 731,Jessicashire,Kentucky,75752,Canada,True,49.74,159.2,21.05,2003.44,,2025-01-11 19:50:38,2025-06-21 06:58:02,1872.93
13385cfc-e3e9-433e-b0c6-3b09a895349a,2dcbc3db-25f5-4253-8357-3a777df9c14d,2025-08-11,delivered,bank_transfer,overnight,118 Lyons Parkways Apt. 202,,North Mario,Wyoming,85189,Chad,True,0.8,406.19,10.89,5195.0,,2025-08-11 00:12:49,2025-08-19 02:19:58,4778.72
ff3931c5-3105-43b7-a6d7-95883e046d21,59b4ae13-2c2a-4a50-863d-d0e30d7e412a,2025-05-18,delivered,cash_on_delivery,express,612 Middleton Drives,,North Andreaport,West Virginia,30832,Greece,True,0.82,359.24,5.68,4590.49,,2025-05-18 16:57:31,2025-07-26 21:23:55,4226.39
53ed6539-8b44-46fc-864e-081160db577b,33948b26-0ee7-49d0-ae5c-ff2aa264b64c,2025-04-06,delivered,bank_transfer,overnight,09806 Ruiz Orchard Apt. 801,,Wolfeside,Maryland,47875,Italy,True,0.0,215.54,1.28,2752.62,,2025-04-06 15:01:00,2025-05-11 09:45:25,2535.7999999999997
0d1028b7-f56b-43bc-82f6-65bf8256d390,9af4be86-aa56-485b-9318-8e72a7e8f6d4,2025-05-11,delivered,credit_card,overnight,4053 Smith Islands Suite 815,,Conniehaven,Wyoming,48282,Poland,True,0.0,139.57,22.18,1803.71,,2025-05-11 10:03:04,2025-05-29 17:31:22,1641.96
2ca0c769-da5c-44f3-b53a-2d21780b6523,ac8a6df2-f9af-495b-9edd-47879e7d9e64,2025-02-09,delivered,paypal,pickup,96229 Jeremy Springs Suite 671,Suite 461,Lopezmouth,Maryland,32376,Anguilla,False,0.0,113.4,1.69,1449.24,,2025-02-09 22:42:10,2025-05-06 05:11:40,1334.15
fc61370f-f876-480d-b309-1bd01ebf6f54,b1831c4e-904e-40b3-9d19-fdc17de5379b,2025-01-19,cancelled,debit_card,standard,4001 Marshall Skyway Suite 699,,Jamesshire,Missouri,03578,Kenya,True,0.0,40.24,6.74,520.44,Event various suffer nearly. Provide him red these short.,2025-01-19 00:10:35,2025-02-01 21:40:56,473.46
dcb87fc4-6036-4931-8d3f-e5264ac1f93c,2b5d9c82-0a3d-403d-b0d4-711fd5282c3a,2025-07-24,delivered,paypal,standard,750 Holt Ports,,Rogersberg,Hawaii,10205,Korea,True,0.0,29.16,8.67,380.9,,2025-07-24 07:24:13,2025-07-24 10:23:58,343.07000000000005
9cd6f2ea-1cf4-45ce-880d-9efc299b843e,864a58bf-4992-407b-b410-79466ba19910,2025-01-26,processing,cash_on_delivery,standard,7481 Alexander Road Apt. 636,,Davidchester,Kansas,28268,Jordan,True,0.0,202.41,12.85,2596.5,,2025-01-26 21:17:48,2025-03-03 18:17:14,2381.24
79f10104-d9ad-41d1-9833-dd75205ea981,f04241c4-5328-4ebe-b888-3493c5adbb5e,2024-11-19,delivered,cash_on_delivery,standard,9657 Steven Plaza Suite 818,,Emilyport,New Jersey,50313,Colombia,True,0.0,17.57,8.25,232.58,,2024-11-19 02:43:34,2025-08-07 22:44:28,206.76
